!def(XShmGetEventBase),
def(THUMB_DEBUG),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
def(HAVE_XTEST),
def(__linux__),
def(ENABLE_REMEMBER_INFO),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_X86),
True,
def(HAVE_X86),
