!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_X86),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
def(__linux__),
!def(XShmGetEventBase),
!def(HAVE_X86),
def(HAVE_XTEST),
def(ENABLE_REMEMBER_INFO),
True,
def(THUMB_DEBUG),
