def(HAVE_XTEST),
True,
!def(HAVE_X86),
!def(HAVE_GTK_ONLY),
!def(USE_STABLE_LIBGNOMEUI),
def(THUMB_DEBUG),
!def(XShmGetEventBase),
def(HAVE_X86),
def(__linux__),
def(ENABLE_REMEMBER_INFO),
