def(HAVE_X86),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_GTK_ONLY),
def(HAVE_XTEST),
def(THUMB_DEBUG),
!def(XShmGetEventBase),
True,
def(__linux__),
!def(HAVE_X86),
def(ENABLE_REMEMBER_INFO),
