def(HAVE_XTEST),
!def(XShmGetEventBase),
def(HAVE_RSVG),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_XTEST),
True,
def(ENABLE_REMEMBER_INFO),
