def(THUMB_DEBUG),
!def(USE_STABLE_LIBGNOMEUI),
True,
!def(HAVE_GTK_ONLY),
def(__linux__),
!def(XShmGetEventBase),
def(HAVE_X86),
!def(HAVE_X86),
def(HAVE_XTEST),
def(ENABLE_REMEMBER_INFO),
def(HAVE_GTK_ONLY),
