def(HAVE_XTEST),
True,
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_GTK_ONLY),
def(HAVE_X86),
!def(XShmGetEventBase),
def(ENABLE_REMEMBER_INFO),
def(THUMB_DEBUG),
!def(HAVE_X86),
def(__linux__),
