def(THUMB_DEBUG),
!def(XShmGetEventBase),
def(ENABLE_REMEMBER_INFO),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
def(__linux__),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_XTEST),
!def(HAVE_X86),
def(HAVE_X86),
True,
