!def(HAVE_GTK_ONLY),
def(__linux__),
def(HAVE_GTK_ONLY),
!def(HAVE_X86),
def(HAVE_XTEST),
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_X86),
def(THUMB_DEBUG),
True,
def(ENABLE_REMEMBER_INFO),
