def(THUMB_DEBUG),
!def(XShmGetEventBase),
def(HAVE_XTEST),
!def(HAVE_XTEST),
!def(USE_STABLE_LIBGNOMEUI),
True,
def(ENABLE_REMEMBER_INFO),
