def(HAVE_XTEST),
def(THUMB_DEBUG),
def(__linux__),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_GTK_ONLY),
def(ENABLE_REMEMBER_INFO),
True,
!def(XShmGetEventBase),
def(HAVE_X86),
!def(HAVE_X86),
def(HAVE_GTK_ONLY),
