def(HAVE_X86),
!def(HAVE_X86),
def(HAVE_XTEST),
True,
def(THUMB_DEBUG),
!def(HAVE_GTK_ONLY),
def(HAVE_GTK_ONLY),
!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
def(__linux__),
!def(XShmGetEventBase),
