!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
def(HAVE_X86),
def(__linux__),
!def(XShmGetEventBase),
def(THUMB_DEBUG),
True,
!def(HAVE_GTK_ONLY),
def(HAVE_XTEST),
!def(HAVE_X86),
