def(ENABLE_REMEMBER_INFO),
!def(XShmGetEventBase),
def(HAVE_RSVG),
def(HAVE_XTEST),
!def(HAVE_XTEST),
True,
!def(USE_STABLE_LIBGNOMEUI),
