def(HAVE_X86),
True,
!def(HAVE_GTK_ONLY),
def(HAVE_GTK_ONLY),
def(HAVE_XTEST),
!def(XShmGetEventBase),
!def(HAVE_X86),
def(ENABLE_REMEMBER_INFO),
def(__linux__),
def(THUMB_DEBUG),
!def(USE_STABLE_LIBGNOMEUI),
