def(HAVE_XTEST),
!def(USE_STABLE_LIBGNOMEUI),
def(__linux__),
True,
def(HAVE_X86),
!def(HAVE_GTK_ONLY),
!def(XShmGetEventBase),
def(ENABLE_REMEMBER_INFO),
!def(HAVE_X86),
def(THUMB_DEBUG),
