def(HAVE_XTEST),
def(ENABLE_REMEMBER_INFO),
!def(USE_STABLE_LIBGNOMEUI),
True,
!def(HAVE_XTEST),
!def(XShmGetEventBase),
def(THUMB_DEBUG),
