def(HAVE_XTEST),
def(__linux__),
def(ENABLE_REMEMBER_INFO),
!def(XShmGetEventBase),
!def(HAVE_GTK_ONLY),
def(HAVE_X86),
!def(HAVE_X86),
def(THUMB_DEBUG),
True,
!def(USE_STABLE_LIBGNOMEUI),
