def(ENABLE_REMEMBER_INFO),
def(THUMB_DEBUG),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_GTK_ONLY),
def(HAVE_GTK_ONLY),
!def(XShmGetEventBase),
def(HAVE_X86),
!def(HAVE_X86),
def(HAVE_XTEST),
True,
def(__linux__),
