def(THUMB_DEBUG),
def(HAVE_XTEST),
!def(HAVE_X86),
!def(HAVE_GTK_ONLY),
def(HAVE_GTK_ONLY),
def(HAVE_X86),
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
def(__linux__),
True,
def(ENABLE_REMEMBER_INFO),
