!def(USE_STABLE_LIBGNOMEUI),
def(THUMB_DEBUG),
def(HAVE_XTEST),
!def(HAVE_XTEST),
!def(XShmGetEventBase),
True,
def(ENABLE_REMEMBER_INFO),
