def(HAVE_XTEST),
def(ENABLE_REMEMBER_INFO),
def(THUMB_DEBUG),
def(__linux__),
def(HAVE_X86),
def(HAVE_GTK_ONLY),
!def(HAVE_GTK_ONLY),
!def(XShmGetEventBase),
!def(HAVE_X86),
True,
!def(USE_STABLE_LIBGNOMEUI),
