!def(USE_STABLE_LIBGNOMEUI),
def(__linux__),
def(HAVE_X86),
def(THUMB_DEBUG),
!def(XShmGetEventBase),
!def(HAVE_X86),
def(HAVE_XTEST),
True,
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
def(ENABLE_REMEMBER_INFO),
!def(HAVE_GTK_ONLY),
