def(ENABLE_REMEMBER_INFO),
def(HAVE_XTEST),
!def(XShmGetEventBase),
True,
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_RSVG),
!def(HAVE_XTEST),
