def(THUMB_DEBUG),
def(__linux__),
def(ENABLE_REMEMBER_INFO),
!def(XShmGetEventBase),
!def(HAVE_X86),
def(HAVE_X86),
!def(USE_STABLE_LIBGNOMEUI),
True,
!def(HAVE_GTK_ONLY),
def(HAVE_XTEST),
