def(HAVE_XTEST),
def(HAVE_RSVG),
True,
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_XTEST),
def(ENABLE_REMEMBER_INFO),
!def(XShmGetEventBase),
