def(THUMB_DEBUG),
def(__linux__),
def(HAVE_XTEST),
!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
def(HAVE_X86),
True,
!def(HAVE_X86),
!def(XShmGetEventBase),
def(HAVE_GTK_ONLY),
!def(HAVE_GTK_ONLY),
