def(THUMB_DEBUG),
!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
!def(XShmGetEventBase),
!def(HAVE_GTK_ONLY),
def(HAVE_X86),
def(HAVE_XTEST),
def(HAVE_GTK_ONLY),
!def(HAVE_X86),
def(__linux__),
True,
