def(HAVE_XTEST),
def(__linux__),
def(THUMB_DEBUG),
!def(HAVE_X86),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_GTK_ONLY),
def(HAVE_X86),
!def(XShmGetEventBase),
True,
def(ENABLE_REMEMBER_INFO),
