def(HAVE_XTEST),
def(THUMB_DEBUG),
def(HAVE_X86),
True,
def(__linux__),
!def(XShmGetEventBase),
def(ENABLE_REMEMBER_INFO),
!def(HAVE_GTK_ONLY),
!def(HAVE_X86),
!def(USE_STABLE_LIBGNOMEUI),
