def(HAVE_XTEST),
!def(XShmGetEventBase),
def(__linux__),
def(THUMB_DEBUG),
!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
!def(HAVE_X86),
def(HAVE_X86),
!def(HAVE_GTK_ONLY),
True,
