def(THUMB_DEBUG),
!def(HAVE_GTK_ONLY),
def(HAVE_X86),
def(ENABLE_REMEMBER_INFO),
def(__linux__),
True,
!def(USE_STABLE_LIBGNOMEUI),
!def(XShmGetEventBase),
def(HAVE_XTEST),
!def(HAVE_X86),
