def(HAVE_XTEST),
def(__linux__),
!def(HAVE_GTK_ONLY),
True,
def(ENABLE_REMEMBER_INFO),
def(THUMB_DEBUG),
def(HAVE_X86),
!def(HAVE_X86),
def(HAVE_GTK_ONLY),
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
