def(THUMB_DEBUG),
def(ENABLE_REMEMBER_INFO),
!def(XShmGetEventBase),
!def(HAVE_X86),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_X86),
def(__linux__),
True,
!def(HAVE_GTK_ONLY),
def(HAVE_XTEST),
