def(HAVE_X86),
def(THUMB_DEBUG),
def(HAVE_GTK_ONLY),
True,
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_XTEST),
def(ENABLE_REMEMBER_INFO),
!def(XShmGetEventBase),
!def(HAVE_X86),
def(__linux__),
!def(HAVE_GTK_ONLY),
