def(THUMB_DEBUG),
True,
def(HAVE_X86),
!def(XShmGetEventBase),
!def(HAVE_X86),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
!def(HAVE_GTK_ONLY),
def(HAVE_XTEST),
def(__linux__),
