!def(HAVE_GTK_ONLY),
!def(HAVE_X86),
True,
def(THUMB_DEBUG),
!def(XShmGetEventBase),
def(ENABLE_REMEMBER_INFO),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_XTEST),
def(HAVE_X86),
def(__linux__),
def(HAVE_GTK_ONLY),
