!def(XShmGetEventBase),
def(THUMB_DEBUG),
def(HAVE_XTEST),
True,
!def(HAVE_X86),
def(ENABLE_REMEMBER_INFO),
def(__linux__),
!def(HAVE_GTK_ONLY),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_X86),
