def(THUMB_DEBUG),
def(ENABLE_REMEMBER_INFO),
def(__linux__),
def(HAVE_XTEST),
!def(HAVE_X86),
True,
!def(HAVE_GTK_ONLY),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_GTK_ONLY),
!def(XShmGetEventBase),
def(HAVE_X86),
