def(HAVE_XTEST),
!def(HAVE_X86),
def(THUMB_DEBUG),
def(ENABLE_REMEMBER_INFO),
!def(HAVE_XTEST),
def(HAVE_X86),
True,
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
