def(HAVE_X86),
!def(HAVE_X86),
def(ENABLE_REMEMBER_INFO),
True,
def(__linux__),
!def(XShmGetEventBase),
!def(HAVE_GTK_ONLY),
def(HAVE_XTEST),
!def(USE_STABLE_LIBGNOMEUI),
def(THUMB_DEBUG),
def(HAVE_GTK_ONLY),
