def(HAVE_XTEST),
def(ENABLE_REMEMBER_INFO),
def(THUMB_DEBUG),
!def(HAVE_XTEST),
True,
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
