!def(XShmGetEventBase),
True,
def(THUMB_DEBUG),
def(ENABLE_REMEMBER_INFO),
def(HAVE_XTEST),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_X86),
def(__linux__),
def(HAVE_X86),
