def(THUMB_DEBUG),
True,
def(HAVE_XTEST),
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_XTEST),
def(ENABLE_REMEMBER_INFO),
