!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
!def(HAVE_XTEST),
def(THUMB_DEBUG),
!def(XShmGetEventBase),
True,
def(HAVE_XTEST),
