def(ENABLE_REMEMBER_INFO),
!def(USE_STABLE_LIBGNOMEUI),
!def(XShmGetEventBase),
!def(HAVE_XTEST),
True,
def(HAVE_RSVG),
def(HAVE_XTEST),
