def(HAVE_XTEST),
def(HAVE_X86),
!def(XShmGetEventBase),
def(THUMB_DEBUG),
def(ENABLE_REMEMBER_INFO),
def(__linux__),
!def(HAVE_X86),
True,
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_GTK_ONLY),
