def(HAVE_XTEST),
!def(HAVE_X86),
def(THUMB_DEBUG),
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
def(__linux__),
True,
!def(HAVE_GTK_ONLY),
def(HAVE_X86),
