def(ENABLE_REMEMBER_INFO),
def(HAVE_X86),
!def(HAVE_X86),
True,
def(THUMB_DEBUG),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_XTEST),
!def(XShmGetEventBase),
def(HAVE_XTEST),
