def(THUMB_DEBUG),
(def(USE_STABLE_LIBGLIB)&def(__linux__)),
def(__linux__),
def(HAVE_XTEST),
True,
def(ENABLE_REMEMBER_INFO),
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_X86),
def(HAVE_X86),
