def(HAVE_XTEST),
!def(HAVE_GTK_ONLY),
True,
def(THUMB_DEBUG),
def(__linux__),
def(HAVE_GTK_ONLY),
def(ENABLE_REMEMBER_INFO),
!def(XShmGetEventBase),
!def(HAVE_X86),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_X86),
