def(ENABLE_REMEMBER_INFO),
def(__linux__),
!def(HAVE_X86),
def(HAVE_XTEST),
True,
def(THUMB_DEBUG),
!def(USE_STABLE_LIBGNOMEUI),
!def(XShmGetEventBase),
!def(HAVE_GTK_ONLY),
def(HAVE_GTK_ONLY),
def(HAVE_X86),
