def(THUMB_DEBUG),
def(HAVE_XTEST),
!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
def(__linux__),
def(HAVE_GTK_ONLY),
!def(XShmGetEventBase),
def(HAVE_X86),
True,
!def(HAVE_GTK_ONLY),
!def(HAVE_X86),
