def(HAVE_XTEST),
def(THUMB_DEBUG),
def(ENABLE_REMEMBER_INFO),
!def(USE_STABLE_LIBGNOMEUI),
def(__linux__),
!def(XShmGetEventBase),
def(HAVE_X86),
!def(HAVE_X86),
True,
!def(HAVE_GTK_ONLY),
