def(HAVE_XTEST),
def(HAVE_X86),
!def(HAVE_GTK_ONLY),
True,
def(THUMB_DEBUG),
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
!def(HAVE_X86),
def(__linux__),
def(ENABLE_REMEMBER_INFO),
