!def(USE_STABLE_LIBGNOMEUI),
def(ENABLE_REMEMBER_INFO),
!def(XShmGetEventBase),
!def(HAVE_GTK_ONLY),
def(HAVE_X86),
!def(HAVE_X86),
def(__linux__),
def(HAVE_GTK_ONLY),
True,
def(THUMB_DEBUG),
def(HAVE_XTEST),
