def(HAVE_HAL),
def(HAVE_HAL_0_2),
def(HAVE_GTK_ONLY),
def(__linux__),
def(HAVE_HAL_0_5),
!def(HAVE_HAL),
def(THUMB_DEBUG),
!def(XShmGetEventBase),
def(ENABLE_REMEMBER_INFO),
True,
def(HAVE_X86),
!def(HAVE_X86),
!def(HAVE_GTK_ONLY),
def(HAVE_XTEST),
!def(USE_STABLE_LIBGNOMEUI),
