def(ENABLE_REMEMBER_INFO),
True,
def(THUMB_DEBUG),
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_GTK_ONLY),
def(HAVE_X86),
!def(HAVE_X86),
def(HAVE_XTEST),
def(__linux__),
!def(HAVE_GTK_ONLY),
