def(HAVE_X86),
def(HAVE_GTK_ONLY),
True,
!def(HAVE_X86),
!def(HAVE_GTK_ONLY),
!def(XShmGetEventBase),
def(__linux__),
def(THUMB_DEBUG),
def(HAVE_XTEST),
def(ENABLE_REMEMBER_INFO),
!def(USE_STABLE_LIBGNOMEUI),
