def(THUMB_DEBUG),
!def(XShmGetEventBase),
def(__linux__),
def(HAVE_XTEST),
def(HAVE_X86),
!def(USE_STABLE_LIBGNOMEUI),
True,
!def(HAVE_GTK_ONLY),
def(ENABLE_REMEMBER_INFO),
def(HAVE_GTK_ONLY),
!def(HAVE_X86),
