!def(XShmGetEventBase),
def(ENABLE_REMEMBER_INFO),
def(HAVE_X86),
def(HAVE_XTEST),
!def(HAVE_X86),
True,
!def(HAVE_GTK_ONLY),
def(THUMB_DEBUG),
!def(USE_STABLE_LIBGNOMEUI),
def(__linux__),
