def(HAVE_X86),
!def(HAVE_GTK_ONLY),
def(ENABLE_REMEMBER_INFO),
def(__linux__),
def(THUMB_DEBUG),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_XTEST),
!def(XShmGetEventBase),
True,
def(HAVE_GTK_ONLY),
!def(HAVE_X86),
