def(HAVE_XTEST),
!def(HAVE_XTEST),
def(HAVE_RSVG),
def(ENABLE_REMEMBER_INFO),
!def(USE_STABLE_LIBGNOMEUI),
True,
!def(XShmGetEventBase),
