def(THUMB_DEBUG),
True,
!def(HAVE_XTEST),
!def(USE_STABLE_LIBGNOMEUI),
!def(XShmGetEventBase),
def(HAVE_XTEST),
def(ENABLE_REMEMBER_INFO),
